id_nivelriesgo,id_dispositivo,Puntuacion,Nivel_detectado,Vegetacion,Estacion
537,1,2.66667,alto,Con vegetación,Lluviosa
538,1,2.66667,alto,Con vegetación,Lluviosa
539,1,2.66667,alto,Con vegetación,Lluviosa
540,1,2.66667,alto,Con vegetación,Lluviosa
541,1,2.66667,alto,Con vegetación,Lluviosa
542,1,2.66667,alto,Con vegetación,Lluviosa
543,1,2.66667,alto,Con vegetación,Lluviosa
544,1,2.66667,alto,Con vegetación,Lluviosa
545,1,2.66667,alto,Con vegetación,Lluviosa
546,1,2.66667,alto,Con vegetación,Lluviosa
547,1,2.66667,alto,Con vegetación,Lluviosa
548,1,2.66667,alto,Con vegetación,Lluviosa
549,1,2.66667,alto,Con vegetación,Lluviosa
550,1,2.66667,alto,Con vegetación,Lluviosa
551,1,2.66667,alto,Con vegetación,Lluviosa
552,1,2.66667,alto,Con vegetación,Lluviosa
553,1,2.66667,alto,Con vegetación,Lluviosa
554,1,2.66667,alto,Con vegetación,Lluviosa
555,1,2.66667,alto,Con vegetación,Lluviosa
556,1,2.66667,alto,Con vegetación,Lluviosa
557,1,2.66667,alto,Con vegetación,Lluviosa
558,1,2.66667,alto,Con vegetación,Lluviosa
559,1,2.66667,alto,Con vegetación,Lluviosa
560,1,2.66667,alto,Con vegetación,Lluviosa
561,1,2.66667,alto,Con vegetación,Lluviosa
562,1,2.66667,alto,Con vegetación,Lluviosa
563,1,2.66667,alto,Con vegetación,Lluviosa
564,1,2.66667,alto,Con vegetación,Lluviosa
565,1,2.66667,alto,Con vegetación,Lluviosa
566,1,2.66667,alto,Con vegetación,Lluviosa
567,1,2.66667,alto,Con vegetación,Lluviosa
568,1,2.66667,alto,Con vegetación,Lluviosa
569,1,2.66667,alto,Con vegetación,Lluviosa
570,1,2.66667,alto,Con vegetación,Lluviosa
571,1,2.66667,alto,Con vegetación,Lluviosa
572,1,2.66667,alto,Con vegetación,Lluviosa
573,1,2.66667,alto,Con vegetación,Lluviosa
574,1,2.66667,alto,Con vegetación,Lluviosa
575,1,2.66667,alto,Con vegetación,Lluviosa
576,1,2.66667,alto,Con vegetación,Lluviosa
577,1,2.66667,alto,Con vegetación,Lluviosa
578,1,2.66667,alto,Con vegetación,Lluviosa
579,1,2.66667,alto,Con vegetación,Lluviosa
580,1,2.66667,alto,Con vegetación,Lluviosa
581,1,2.66667,alto,Con vegetación,Lluviosa
582,1,2.66667,alto,Con vegetación,Lluviosa
583,1,2.66667,alto,Con vegetación,Lluviosa
584,1,2.66667,alto,Con vegetación,Lluviosa
585,1,2.66667,alto,Con vegetación,Lluviosa
586,1,2.66667,alto,Con vegetación,Lluviosa
587,1,2.66667,alto,Con vegetación,Lluviosa
588,1,2.66667,alto,Con vegetación,Lluviosa
589,1,2.66667,alto,Con vegetación,Lluviosa
590,1,2.66667,alto,Con vegetación,Lluviosa
591,1,2.66667,alto,Con vegetación,Lluviosa
592,1,2.66667,alto,Con vegetación,Lluviosa
593,1,2.66667,alto,Con vegetación,Lluviosa
594,1,2.66667,alto,Con vegetación,Lluviosa
595,1,2.66667,alto,Con vegetación,Lluviosa
596,1,2.66667,alto,Con vegetación,Lluviosa
597,1,2.66667,alto,Con vegetación,Lluviosa
598,1,2.66667,alto,Con vegetación,Lluviosa
599,1,2.66667,alto,Con vegetación,Lluviosa
600,1,2.66667,alto,Con vegetación,Lluviosa
601,1,2.66667,alto,Con vegetación,Lluviosa
602,1,2.66667,alto,Con vegetación,Lluviosa
603,1,2.66667,alto,Con vegetación,Lluviosa
604,1,2.66667,alto,Con vegetación,Lluviosa
605,1,2.66667,alto,Con vegetación,Lluviosa
606,1,2.66667,alto,Con vegetación,Lluviosa
607,1,2.66667,alto,Con vegetación,Lluviosa
608,1,2.66667,alto,Con vegetación,Lluviosa
609,1,2.66667,alto,Con vegetación,Lluviosa
610,1,2.66667,alto,Con vegetación,Lluviosa
611,1,2.66667,alto,Con vegetación,Lluviosa
612,1,2.66667,alto,Con vegetación,Lluviosa
613,1,2.66667,alto,Con vegetación,Lluviosa
614,1,2.66667,alto,Con vegetación,Lluviosa
615,1,2.66667,alto,Con vegetación,Lluviosa
616,1,2.66667,alto,Con vegetación,Lluviosa
617,1,2.66667,alto,Con vegetación,Lluviosa
618,1,2.66667,alto,Con vegetación,Lluviosa
619,1,2.66667,alto,Con vegetación,Lluviosa
620,1,2.66667,alto,Con vegetación,Lluviosa
621,1,2.66667,alto,Con vegetación,Lluviosa
622,1,2.66667,alto,Con vegetación,Lluviosa
623,1,2.66667,alto,Con vegetación,Lluviosa
624,1,2.66667,alto,Con vegetación,Lluviosa
625,1,2.66667,alto,Con vegetación,Lluviosa
626,1,2.66667,alto,Con vegetación,Lluviosa
627,1,2.66667,alto,Con vegetación,Lluviosa
628,1,2.66667,alto,Con vegetación,Lluviosa
629,1,2.66667,alto,Con vegetación,Lluviosa
630,1,2.66667,alto,Con vegetación,Lluviosa
631,1,2.66667,alto,Con vegetación,Lluviosa
632,1,2.66667,alto,Con vegetación,Lluviosa
633,1,2.66667,alto,Con vegetación,Lluviosa
634,1,2.66667,alto,Con vegetación,Lluviosa
635,1,2.66667,alto,Con vegetación,Lluviosa
636,1,2.66667,alto,Con vegetación,Lluviosa
637,1,2.66667,alto,Con vegetación,Lluviosa
638,1,2.66667,alto,Con vegetación,Lluviosa
639,1,2.66667,alto,Con vegetación,Lluviosa
640,1,2.66667,alto,Con vegetación,Lluviosa
641,1,2.66667,alto,Con vegetación,Lluviosa
642,1,2.66667,alto,Con vegetación,Lluviosa
643,1,2.66667,alto,Con vegetación,Lluviosa
644,1,2.66667,alto,Con vegetación,Lluviosa
645,1,2.66667,alto,Con vegetación,Lluviosa
646,1,2.66667,alto,Con vegetación,Lluviosa
647,1,2.66667,alto,Con vegetación,Lluviosa
648,1,2.66667,alto,Con vegetación,Lluviosa
649,1,2.66667,alto,Con vegetación,Lluviosa
650,1,2.66667,alto,Con vegetación,Lluviosa
651,1,2.66667,alto,Con vegetación,Lluviosa
652,1,2.66667,alto,Con vegetación,Lluviosa
653,1,2.66667,alto,Con vegetación,Lluviosa
654,1,2.66667,alto,Con vegetación,Lluviosa
655,1,2.66667,alto,Con vegetación,Lluviosa
656,1,2.66667,alto,Con vegetación,Lluviosa
657,1,2.66667,alto,Con vegetación,Lluviosa
658,1,2.66667,alto,Con vegetación,Lluviosa
659,1,2.66667,alto,Con vegetación,Lluviosa
660,1,2.66667,alto,Con vegetación,Lluviosa
661,1,2.66667,alto,Con vegetación,Lluviosa
662,1,2.66667,alto,Con vegetación,Lluviosa
663,1,2.66667,alto,Con vegetación,Lluviosa
664,1,2.66667,alto,Con vegetación,Lluviosa
665,1,2.66667,alto,Con vegetación,Lluviosa
666,1,2.66667,alto,Con vegetación,Lluviosa
667,1,2.66667,alto,Con vegetación,Lluviosa
668,1,2.66667,alto,Con vegetación,Lluviosa
669,1,2.66667,alto,Con vegetación,Lluviosa
670,1,2.66667,alto,Con vegetación,Lluviosa
671,1,2.66667,alto,Con vegetación,Lluviosa
672,1,2.66667,alto,Con vegetación,Lluviosa
673,1,2.66667,alto,Con vegetación,Lluviosa
674,1,2.66667,alto,Con vegetación,Lluviosa
675,1,2.66667,alto,Con vegetación,Lluviosa
676,1,2.66667,alto,Con vegetación,Lluviosa
677,1,2.66667,alto,Con vegetación,Lluviosa
678,1,2.66667,alto,Con vegetación,Lluviosa
679,1,2.66667,alto,Con vegetación,Lluviosa
680,1,2.66667,alto,Con vegetación,Lluviosa
681,1,2.66667,alto,Con vegetación,Lluviosa
682,1,2.66667,alto,Con vegetación,Lluviosa
683,1,2.66667,alto,Con vegetación,Lluviosa
684,1,2.66667,alto,Con vegetación,Lluviosa
685,1,2.66667,alto,Con vegetación,Lluviosa
686,1,2.66667,alto,Con vegetación,Lluviosa
687,1,2.66667,alto,Con vegetación,Lluviosa
688,1,2.66667,alto,Con vegetación,Lluviosa
689,1,2.66667,alto,Con vegetación,Lluviosa
690,1,2.66667,alto,Con vegetación,Lluviosa
691,1,2.66667,alto,Con vegetación,Lluviosa
692,1,2.66667,alto,Con vegetación,Lluviosa
693,1,2.66667,alto,Con vegetación,Lluviosa
694,1,2.66667,alto,Con vegetación,Lluviosa
695,1,2.66667,alto,Con vegetación,Lluviosa
696,1,2.66667,alto,Con vegetación,Lluviosa
697,1,2.66667,alto,Con vegetación,Lluviosa
698,1,2.66667,alto,Con vegetación,Lluviosa
699,1,2.66667,alto,Con vegetación,Lluviosa
700,1,2.66667,alto,Con vegetación,Lluviosa
701,1,2.66667,alto,Con vegetación,Lluviosa
702,1,2.66667,alto,Con vegetación,Lluviosa
703,1,2.66667,alto,Con vegetación,Lluviosa
704,1,2.66667,alto,Con vegetación,Lluviosa
705,1,2.66667,alto,Con vegetación,Lluviosa
706,1,2.66667,alto,Con vegetación,Lluviosa
707,1,2.66667,alto,Con vegetación,Lluviosa
708,1,2.66667,alto,Con vegetación,Lluviosa
709,1,2.66667,alto,Con vegetación,Lluviosa
710,1,2.66667,alto,Con vegetación,Lluviosa
711,1,2.66667,alto,Con vegetación,Lluviosa
712,1,2.66667,alto,Con vegetación,Lluviosa
713,1,2.66667,alto,Con vegetación,Lluviosa
714,1,2.66667,alto,Con vegetación,Lluviosa
715,1,2.66667,alto,Con vegetación,Lluviosa
716,1,2.66667,alto,Con vegetación,Lluviosa
717,1,2.66667,alto,Con vegetación,Lluviosa
718,1,2.66667,alto,Con vegetación,Lluviosa
719,1,2.66667,alto,Con vegetación,Lluviosa
720,1,2.66667,alto,Con vegetación,Lluviosa
721,1,2.66667,alto,Con vegetación,Lluviosa
722,1,2.66667,alto,Con vegetación,Lluviosa
723,1,2.66667,alto,Con vegetación,Lluviosa
724,1,2.66667,alto,Con vegetación,Lluviosa
725,1,2.66667,alto,Con vegetación,Lluviosa
726,1,2.66667,alto,Con vegetación,Lluviosa
727,1,2.66667,alto,Con vegetación,Lluviosa
728,1,2.66667,alto,Con vegetación,Lluviosa
729,1,2.66667,alto,Con vegetación,Lluviosa
730,1,2.66667,alto,Con vegetación,Lluviosa
731,1,2.66667,alto,Con vegetación,Lluviosa
732,1,2.66667,alto,Con vegetación,Lluviosa
733,1,2.66667,alto,Con vegetación,Lluviosa
734,1,2.66667,alto,Con vegetación,Lluviosa
735,1,2.66667,alto,Con vegetación,Lluviosa
736,1,2.66667,alto,Con vegetación,Lluviosa
737,1,2.66667,alto,Con vegetación,Lluviosa
738,1,2.66667,alto,Con vegetación,Lluviosa
739,1,2.66667,alto,Con vegetación,Lluviosa
740,1,2.66667,alto,Con vegetación,Lluviosa
741,1,2.66667,alto,Con vegetación,Lluviosa
742,1,2.66667,alto,Con vegetación,Lluviosa
743,1,2.66667,alto,Con vegetación,Lluviosa
744,1,2.66667,alto,Con vegetación,Lluviosa
745,1,2.66667,alto,Con vegetación,Lluviosa
746,1,2.66667,alto,Con vegetación,Lluviosa
747,1,2.66667,alto,Con vegetación,Lluviosa
748,1,2.66667,alto,Con vegetación,Lluviosa
749,1,2.66667,alto,Con vegetación,Lluviosa
750,1,2.66667,alto,Con vegetación,Lluviosa
751,1,2.66667,alto,Con vegetación,Lluviosa
752,1,2.66667,alto,Con vegetación,Lluviosa
753,1,2.66667,alto,Con vegetación,Lluviosa
754,1,2.66667,alto,Con vegetación,Lluviosa
755,1,2.66667,alto,Con vegetación,Lluviosa
756,1,2.66667,alto,Con vegetación,Lluviosa
757,1,2.66667,alto,Con vegetación,Lluviosa
758,1,2.66667,alto,Con vegetación,Lluviosa
759,1,2.66667,alto,Con vegetación,Lluviosa
760,1,2.66667,alto,Con vegetación,Lluviosa
761,1,2.66667,alto,Con vegetación,Lluviosa
762,1,2.66667,alto,Con vegetación,Lluviosa
763,1,2.66667,alto,Con vegetación,Lluviosa
764,1,2.66667,alto,Con vegetación,Lluviosa
765,1,2.66667,alto,Con vegetación,Lluviosa
766,1,2.66667,alto,Con vegetación,Lluviosa
767,1,2.66667,alto,Con vegetación,Lluviosa
768,1,2.66667,alto,Con vegetación,Lluviosa
769,1,2.66667,alto,Con vegetación,Lluviosa
770,1,2.66667,alto,Con vegetación,Lluviosa
771,1,2.66667,alto,Con vegetación,Lluviosa
772,1,2.66667,alto,Con vegetación,Lluviosa
773,1,2.66667,alto,Con vegetación,Lluviosa
774,1,2.66667,alto,Con vegetación,Lluviosa
775,1,2.66667,alto,Con vegetación,Lluviosa
776,1,2.66667,alto,Con vegetación,Lluviosa
777,1,2.66667,alto,Con vegetación,Lluviosa
778,1,2.66667,alto,Con vegetación,Lluviosa
779,1,2.66667,alto,Con vegetación,Lluviosa
780,1,2.66667,alto,Con vegetación,Lluviosa
781,1,2.66667,alto,Con vegetación,Lluviosa
782,1,2.66667,alto,Con vegetación,Lluviosa
783,1,2.66667,alto,Con vegetación,Lluviosa
784,1,2.66667,alto,Con vegetación,Lluviosa
785,1,2.66667,alto,Con vegetación,Lluviosa
786,1,2.66667,alto,Con vegetación,Lluviosa
787,1,2.66667,alto,Con vegetación,Lluviosa
788,1,2.66667,alto,Con vegetación,Lluviosa
789,1,2.66667,alto,Con vegetación,Lluviosa
790,1,2.66667,alto,Con vegetación,Lluviosa
791,1,2.66667,alto,Con vegetación,Lluviosa
792,1,2.66667,alto,Con vegetación,Lluviosa
793,1,2.66667,alto,Con vegetación,Lluviosa
794,1,2.66667,alto,Con vegetación,Lluviosa
795,1,2.33333,alto,Con vegetación,Lluviosa
796,1,2.33333,alto,Con vegetación,Lluviosa
797,1,2.66667,alto,Con vegetación,Lluviosa
798,1,2.66667,alto,Con vegetación,Lluviosa
799,1,2.66667,alto,Con vegetación,Lluviosa
800,1,2.66667,alto,Con vegetación,Lluviosa
801,1,2.66667,alto,Con vegetación,Lluviosa
802,1,2.66667,alto,Con vegetación,Lluviosa
803,1,2.66667,alto,Con vegetación,Lluviosa
804,1,2.66667,alto,Con vegetación,Lluviosa
805,1,2.66667,alto,Con vegetación,Lluviosa
806,1,2.66667,alto,Con vegetación,Lluviosa
807,1,2.66667,alto,Con vegetación,Lluviosa
808,1,2.66667,alto,Con vegetación,Lluviosa
809,1,2.66667,alto,Con vegetación,Lluviosa
810,1,2.66667,alto,Con vegetación,Lluviosa
811,1,2.66667,alto,Con vegetación,Lluviosa
812,1,2.66667,alto,Con vegetación,Lluviosa
813,1,2.66667,alto,Con vegetación,Lluviosa
814,1,2.66667,alto,Con vegetación,Lluviosa
815,1,2.66667,alto,Con vegetación,Lluviosa
816,1,2.66667,alto,Con vegetación,Lluviosa
817,1,2.66667,alto,Con vegetación,Lluviosa
818,1,2.66667,alto,Con vegetación,Lluviosa
819,1,2.66667,alto,Con vegetación,Lluviosa
820,1,2.66667,alto,Con vegetación,Lluviosa
821,1,2.66667,alto,Con vegetación,Lluviosa
822,1,2.66667,alto,Con vegetación,Lluviosa
823,1,2.66667,alto,Con vegetación,Lluviosa
824,1,2.66667,alto,Con vegetación,Lluviosa
825,1,2.66667,alto,Con vegetación,Lluviosa
826,1,2.66667,alto,Con vegetación,Lluviosa
827,1,2.66667,alto,Con vegetación,Lluviosa
828,1,2.66667,alto,Con vegetación,Lluviosa
829,1,2.66667,alto,Con vegetación,Lluviosa
830,1,2.66667,alto,Con vegetación,Lluviosa
831,1,2.66667,alto,Con vegetación,Lluviosa
832,1,2.66667,alto,Con vegetación,Lluviosa
833,1,2.66667,alto,Con vegetación,Lluviosa
834,1,2.66667,alto,Con vegetación,Lluviosa
835,1,2.66667,alto,Con vegetación,Lluviosa
836,1,2.66667,alto,Con vegetación,Lluviosa
837,1,2.66667,alto,Con vegetación,Lluviosa
838,1,2.66667,alto,Con vegetación,Lluviosa
839,1,2.66667,alto,Con vegetación,Lluviosa
840,1,2.66667,alto,Con vegetación,Lluviosa
841,1,2.66667,alto,Con vegetación,Lluviosa
842,1,2.66667,alto,Con vegetación,Lluviosa
843,1,2.66667,alto,Con vegetación,Lluviosa
844,1,2.66667,alto,Con vegetación,Lluviosa
845,1,2.66667,alto,Con vegetación,Lluviosa
846,1,2.66667,alto,Con vegetación,Lluviosa
847,1,2.66667,alto,Con vegetación,Lluviosa
848,1,2.66667,alto,Con vegetación,Lluviosa
849,1,2.66667,alto,Con vegetación,Lluviosa
850,1,2.66667,alto,Con vegetación,Lluviosa
851,1,2.66667,alto,Con vegetación,Lluviosa
852,1,2.66667,alto,Con vegetación,Lluviosa
853,1,2.66667,alto,Con vegetación,Lluviosa
854,1,2.66667,alto,Con vegetación,Lluviosa
855,1,2.66667,alto,Con vegetación,Lluviosa
856,1,2.66667,alto,Con vegetación,Lluviosa
857,1,2.66667,alto,Con vegetación,Lluviosa
858,1,2.66667,alto,Con vegetación,Lluviosa
859,1,2.66667,alto,Con vegetación,Lluviosa
860,1,2.66667,alto,Con vegetación,Lluviosa
861,1,2.66667,alto,Con vegetación,Lluviosa
862,1,2.66667,alto,Con vegetación,Lluviosa
863,1,2.66667,alto,Con vegetación,Lluviosa
864,1,2.66667,alto,Con vegetación,Lluviosa
865,1,2.66667,alto,Con vegetación,Lluviosa
866,1,2.66667,alto,Con vegetación,Lluviosa
867,1,2.66667,alto,Con vegetación,Lluviosa
868,1,2.66667,alto,Con vegetación,Lluviosa
869,1,2.66667,alto,Con vegetación,Lluviosa
870,1,2.66667,alto,Con vegetación,Lluviosa
871,1,2.66667,alto,Con vegetación,Lluviosa
872,1,2.66667,alto,Con vegetación,Lluviosa
873,1,2.66667,alto,Con vegetación,Lluviosa
874,1,2.66667,alto,Con vegetación,Lluviosa
875,1,2.66667,alto,Con vegetación,Lluviosa
876,1,2.66667,alto,Con vegetación,Lluviosa
877,1,2.66667,alto,Con vegetación,Lluviosa
878,1,2.66667,alto,Con vegetación,Lluviosa
879,1,2.66667,alto,Con vegetación,Lluviosa
880,1,2.66667,alto,Con vegetación,Lluviosa
881,1,2.66667,alto,Con vegetación,Lluviosa
882,1,2.66667,alto,Con vegetación,Lluviosa
883,1,2.66667,alto,Con vegetación,Lluviosa
884,1,2.66667,alto,Con vegetación,Lluviosa
885,1,2.66667,alto,Con vegetación,Lluviosa
886,1,2.66667,alto,Con vegetación,Lluviosa
887,1,2.66667,alto,Con vegetación,Lluviosa
888,1,2.66667,alto,Con vegetación,Lluviosa
889,1,2.66667,alto,Con vegetación,Lluviosa
890,1,2.66667,alto,Con vegetación,Lluviosa
891,1,2.66667,alto,Con vegetación,Lluviosa
892,1,2.66667,alto,Con vegetación,Lluviosa
893,1,2.66667,alto,Con vegetación,Lluviosa
894,1,2.66667,alto,Con vegetación,Lluviosa
895,1,2.66667,alto,Con vegetación,Lluviosa
896,1,2.66667,alto,Con vegetación,Lluviosa
897,1,2.66667,alto,Con vegetación,Lluviosa
898,1,2.66667,alto,Con vegetación,Lluviosa
899,1,2.66667,alto,Con vegetación,Lluviosa
900,1,2.66667,alto,Con vegetación,Lluviosa
901,1,2.66667,alto,Con vegetación,Lluviosa
902,1,2.66667,alto,Con vegetación,Lluviosa
903,1,2.66667,alto,Con vegetación,Lluviosa
904,1,2.66667,alto,Con vegetación,Lluviosa
905,1,2.66667,alto,Con vegetación,Lluviosa
906,1,2.66667,alto,Con vegetación,Lluviosa
907,1,2.66667,alto,Con vegetación,Lluviosa
908,1,2.66667,alto,Con vegetación,Lluviosa
909,1,2.66667,alto,Con vegetación,Lluviosa
910,1,2.66667,alto,Con vegetación,Lluviosa
911,1,2.66667,alto,Con vegetación,Lluviosa
912,1,2.66667,alto,Con vegetación,Lluviosa
913,1,2.66667,alto,Con vegetación,Lluviosa
914,1,2.66667,alto,Con vegetación,Lluviosa
915,1,2.66667,alto,Con vegetación,Lluviosa
916,1,2.66667,alto,Con vegetación,Lluviosa
917,1,2.66667,alto,Con vegetación,Lluviosa
918,1,2.66667,alto,Con vegetación,Lluviosa
919,1,2.66667,alto,Con vegetación,Lluviosa
920,1,2.66667,alto,Con vegetación,Lluviosa
921,1,2.66667,alto,Con vegetación,Lluviosa
922,1,2.66667,alto,Con vegetación,Lluviosa
923,1,2.66667,alto,Con vegetación,Lluviosa
924,1,2.66667,alto,Con vegetación,Lluviosa
925,1,2.66667,alto,Con vegetación,Lluviosa
926,1,2.66667,alto,Con vegetación,Lluviosa
927,1,2.66667,alto,Con vegetación,Lluviosa
928,1,2.66667,alto,Con vegetación,Lluviosa
929,1,2.66667,alto,Con vegetación,Lluviosa
930,1,2.66667,alto,Con vegetación,Lluviosa
931,1,2.66667,alto,Con vegetación,Lluviosa
932,1,2.66667,alto,Con vegetación,Lluviosa
933,1,2.66667,alto,Con vegetación,Lluviosa
934,1,2.66667,alto,Con vegetación,Lluviosa
935,1,2.66667,alto,Con vegetación,Lluviosa
936,1,2.66667,alto,Con vegetación,Lluviosa
937,1,2.66667,alto,Con vegetación,Lluviosa
938,1,2.66667,alto,Con vegetación,Lluviosa
939,1,2.66667,alto,Con vegetación,Lluviosa
940,1,2.66667,alto,Con vegetación,Lluviosa
941,1,2.66667,alto,Con vegetación,Lluviosa
942,1,2.66667,alto,Con vegetación,Lluviosa
943,1,2.66667,alto,Con vegetación,Lluviosa
944,1,2.66667,alto,Con vegetación,Lluviosa
945,1,2.66667,alto,Con vegetación,Lluviosa
946,1,2.66667,alto,Con vegetación,Lluviosa
947,1,2.66667,alto,Con vegetación,Lluviosa
948,1,2.66667,alto,Con vegetación,Lluviosa
949,1,2.66667,alto,Con vegetación,Lluviosa
950,1,2.66667,alto,Con vegetación,Lluviosa
951,1,2.66667,alto,Con vegetación,Lluviosa
952,1,2.66667,alto,Con vegetación,Lluviosa
953,1,2.66667,alto,Con vegetación,Lluviosa
954,1,2.66667,alto,Con vegetación,Lluviosa
955,1,2.66667,alto,Con vegetación,Lluviosa
956,1,2.66667,alto,Con vegetación,Lluviosa
957,1,2.66667,alto,Con vegetación,Lluviosa
958,1,2.66667,alto,Con vegetación,Lluviosa
959,1,2.66667,alto,Con vegetación,Lluviosa
960,1,2.66667,alto,Con vegetación,Lluviosa
961,1,2.66667,alto,Con vegetación,Lluviosa
962,1,2.66667,alto,Con vegetación,Lluviosa
963,1,2.66667,alto,Con vegetación,Lluviosa
964,1,2.66667,alto,Con vegetación,Lluviosa
965,1,2.66667,alto,Con vegetación,Lluviosa
966,1,2.66667,alto,Con vegetación,Lluviosa
967,1,2.66667,alto,Con vegetación,Lluviosa
968,1,2.66667,alto,Con vegetación,Lluviosa
969,1,2.66667,alto,Con vegetación,Lluviosa
970,1,2.66667,alto,Con vegetación,Lluviosa
971,1,2.66667,alto,Con vegetación,Lluviosa
972,1,2.66667,alto,Con vegetación,Lluviosa
973,1,2.66667,alto,Con vegetación,Lluviosa
974,1,2.66667,alto,Con vegetación,Lluviosa
975,1,2.66667,alto,Con vegetación,Lluviosa
976,1,2.66667,alto,Con vegetación,Lluviosa
977,1,2.66667,alto,Con vegetación,Lluviosa
978,1,2.66667,alto,Con vegetación,Lluviosa
979,1,2.66667,alto,Con vegetación,Lluviosa
980,1,2.66667,alto,Con vegetación,Lluviosa
981,1,2.66667,alto,Con vegetación,Lluviosa
982,1,2.66667,alto,Con vegetación,Lluviosa
983,1,2.66667,alto,Con vegetación,Lluviosa
984,1,2.66667,alto,Con vegetación,Lluviosa
985,1,2.66667,alto,Con vegetación,Lluviosa
986,1,2.66667,alto,Con vegetación,Lluviosa
987,1,2.66667,alto,Con vegetación,Lluviosa
988,1,2.66667,alto,Con vegetación,Lluviosa
989,1,2.66667,alto,Con vegetación,Lluviosa
990,1,2.66667,alto,Con vegetación,Lluviosa
991,1,2.66667,alto,Con vegetación,Lluviosa
992,1,2.66667,alto,Con vegetación,Lluviosa
993,1,2.66667,alto,Con vegetación,Lluviosa
994,1,2.66667,alto,Con vegetación,Lluviosa
995,1,2.66667,alto,Con vegetación,Lluviosa
996,1,2.66667,alto,Con vegetación,Lluviosa
997,1,2.66667,alto,Con vegetación,Lluviosa
998,1,2.66667,alto,Con vegetación,Lluviosa
999,1,2.66667,alto,Con vegetación,Lluviosa
1000,1,2.66667,alto,Con vegetación,Lluviosa
1001,1,2.66667,alto,Con vegetación,Lluviosa
1002,1,2.66667,alto,Con vegetación,Lluviosa
1003,1,2.66667,alto,Con vegetación,Lluviosa
1004,1,2.66667,alto,Con vegetación,Lluviosa
1005,1,2.66667,alto,Con vegetación,Lluviosa
1006,1,2.66667,alto,Con vegetación,Lluviosa
1007,1,2.66667,alto,Con vegetación,Lluviosa
1008,1,2.66667,alto,Con vegetación,Lluviosa
1009,1,2.66667,alto,Con vegetación,Lluviosa
1010,1,2.66667,alto,Con vegetación,Lluviosa
1011,1,2.66667,alto,Con vegetación,Lluviosa
1012,1,2.66667,alto,Con vegetación,Lluviosa
1013,1,2.66667,alto,Con vegetación,Lluviosa
1014,1,2.66667,alto,Con vegetación,Lluviosa
1015,1,2.66667,alto,Con vegetación,Lluviosa
1016,1,2.66667,alto,Con vegetación,Lluviosa
1017,1,2.66667,alto,Con vegetación,Lluviosa
1018,1,2.66667,alto,Con vegetación,Lluviosa
1019,1,2.66667,alto,Con vegetación,Lluviosa
1020,1,2.66667,alto,Con vegetación,Lluviosa
1021,1,2.66667,alto,Con vegetación,Lluviosa
1022,1,2.66667,alto,Con vegetación,Lluviosa
1023,1,2.66667,alto,Con vegetación,Lluviosa
1024,1,2.66667,alto,Con vegetación,Lluviosa
1025,1,2.66667,alto,Con vegetación,Lluviosa
1026,1,2.66667,alto,Con vegetación,Lluviosa
1027,1,2.66667,alto,Con vegetación,Lluviosa
1028,1,2.66667,alto,Con vegetación,Lluviosa
1029,1,2.66667,alto,Con vegetación,Lluviosa
1030,1,2.66667,alto,Con vegetación,Lluviosa
1031,1,2.66667,alto,Con vegetación,Lluviosa
1032,1,2.66667,alto,Con vegetación,Lluviosa
1033,1,2.66667,alto,Con vegetación,Lluviosa
1034,1,2.66667,alto,Con vegetación,Lluviosa
1035,1,2.66667,alto,Con vegetación,Lluviosa
1036,1,2.66667,alto,Con vegetación,Lluviosa
1037,1,2.66667,alto,Con vegetación,Lluviosa
1038,1,2.66667,alto,Con vegetación,Lluviosa
1039,1,2.66667,alto,Con vegetación,Lluviosa
1040,1,2.66667,alto,Con vegetación,Lluviosa
1041,1,2.66667,alto,Con vegetación,Lluviosa
1042,1,2.66667,alto,Con vegetación,Lluviosa
1043,1,2.66667,alto,Con vegetación,Lluviosa
1044,1,2.66667,alto,Con vegetación,Lluviosa
1045,1,2.66667,alto,Con vegetación,Lluviosa
1046,1,2.66667,alto,Con vegetación,Lluviosa
1047,1,2.66667,alto,Con vegetación,Lluviosa
1048,1,2.66667,alto,Con vegetación,Lluviosa
1049,1,2.66667,alto,Con vegetación,Lluviosa
1050,1,2.66667,alto,Con vegetación,Lluviosa
1051,1,2.66667,alto,Con vegetación,Lluviosa
1052,1,2.66667,alto,Con vegetación,Lluviosa
1053,1,2.66667,alto,Con vegetación,Lluviosa
1054,1,2.66667,alto,Con vegetación,Lluviosa
1055,1,2.66667,alto,Con vegetación,Lluviosa
1056,1,2.66667,alto,Con vegetación,Lluviosa
1057,1,2.66667,alto,Con vegetación,Lluviosa
1058,1,2.66667,alto,Con vegetación,Lluviosa
1059,1,2.66667,alto,Con vegetación,Lluviosa
1060,1,2.66667,alto,Con vegetación,Lluviosa
1061,1,2.66667,alto,Con vegetación,Lluviosa
1062,1,2.66667,alto,Con vegetación,Lluviosa
1063,1,2.66667,alto,Con vegetación,Lluviosa
1064,1,2.66667,alto,Con vegetación,Lluviosa
1065,1,2.66667,alto,Con vegetación,Lluviosa
1066,1,2.66667,alto,Con vegetación,Lluviosa
1067,1,2.66667,alto,Con vegetación,Lluviosa
1068,1,2.66667,alto,Con vegetación,Lluviosa
1069,1,2.66667,alto,Con vegetación,Lluviosa
